run_id,workers,shards,scale,concurrency,rw_mix
run01,"10.132.0.23",32,10,32,90/10
run02,"10.132.0.23,10.132.0.24",32,10,32,90/10
run03,"10.132.0.23,10.132.0.24,10.132.0.25",32,10,32,90/10
run04,"10.132.0.23,10.132.0.24,10.132.0.25,10.132.0.26",32,10,32,90/10
run05,"10.132.0.23,10.132.0.24,10.132.0.25,10.132.0.26,10.132.0.27",32,10,32,90/10
run06,"10.132.0.23,10.132.0.24,10.132.0.25,10.132.0.26,10.132.0.27,10.132.0.28",32,10,32,90/10
